org_base,org_derived,POS,derivation_process_prefix,derivation_process_suffix,base,derived,btd,dtb
утрамбованы,утрамбованный,N.ADJ,,.н,утрамбован,утрамбованн,,н
утрамбованы,утрамбованной,N.ADJ,nan.nan,.н,утрамбован,утрамбованн,,н
сфокусированы,сфокусированной,N.ADJ,,.н,сфокусирован,сфокусированн,,н
сфокусированы,сфокусированный,N.ADJ,nan.nan,.н,сфокусирован,сфокусированн,,н
фундаментать,фундаментный,V.ADJ,,.н,фундамент,фундаментн,,н
фундамент,фундаментный,N.ADJ,nan.nan,.н,фундамент,фундаментн,,н
сходить,сходня,V.N,,.н,сход,сходн,,н
сходиться,сходний,V.ADJ,nan.nan,.н,сход,сходн,,н
хитрост,хитростный,N.ADJ,,.н,хитрост,хитростн,,н
хитрость,хитростный,N.ADJ,nan.nan,.н,хитрост,хитростн,,н
хлебопекарь,хлебопекарный,N.ADJ,,.н,хлебопекар,хлебопекарн,,н
хлебопекарь,хлебопекарний,N.ADJ,nan.nan,.н,хлебопекар,хлебопекарн,,н
хлопот,хлопотный,N.ADJ,,.н,хлопот,хлопотн,,н
хлопоты,хлопотный,N.ADJ,nan.nan,.н,хлопот,хлопотн,,н
хоромы,хоромный,N.ADJ,,.н,хором,хоромн,,н
хором,хоромный,N.ADJ,nan.nan,.н,хором,хоромн,,н
ценность,ценностный,N.ADJ,,.н,ценност,ценностн,,н
ценност,ценностный,N.ADJ,nan.nan,.н,ценност,ценностн,,н
цементить,цементный,V.ADJ,,.н,цемент,цементн,,н
цемент,цементный,N.ADJ,nan.nan,.н,цемент,цементн,,н
центрированы,центрированный,N.ADJ,,.н,центрирован,центрированн,,н
центрированы,центрированной,N.ADJ,nan.nan,.н,центрирован,центрированн,,н
процитированы,процитированной,N.ADJ,,.н,процитирован,процитированн,,н
процитированы,процитированный,N.ADJ,nan.nan,.н,процитирован,процитированн,,н
чад,чадный,N.ADJ,,.н,чад,чадн,,н
чадь,чадный,N.ADJ,nan.nan,.н,чад,чадн,,н
прочтены,прочтенный,N.ADJ,,.н,прочтен,прочтенн,,н
прочтены,прочтенной,N.ADJ,nan.nan,.н,прочтен,прочтенн,,н
членить,членный,V.ADJ,,.н,член,членн,,н
члениться,членный,V.ADJ,nan.nan,.н,член,членн,,н
чудесь,чудесный,N.ADJ,,.н,чудес,чудесн,,н
чудесь,чудесний,N.ADJ,nan.nan,.н,чудес,чудесн,,н
чудиться,чудный,V.ADJ,,.н,чуд,чудн,,н
чудить,чудной,V.ADJ,nan.nan,.н,чуд,чудн,,н
чум,чумный,N.ADJ,,.н,чум,чумн,,н
чум,чумной,N.ADJ,nan.nan,.н,чум,чумн,,н
шейдеры,шейдерный,N.ADJ,,.н,шейдер,шейдерн,,н
шейдер,шейдерный,N.ADJ,nan.nan,.н,шейдер,шейдерн,,н
шкодить,шкодный,V.ADJ,,.н,шкод,шкодн,,н
шкода,шкодный,N.ADJ,nan.nan,.н,шкод,шкодн,,н
шкуро,шкурный,N.ADJ,,.н,шкур,шкурн,,н
шкурить,шкурный,V.ADJ,nan.nan,.н,шкур,шкурн,,н
экзопланет,экзопланетный,N.ADJ,,.н,экзопланет,экзопланетн,,н
экзопланеты,экзопланетный,N.ADJ,nan.nan,.н,экзопланет,экзопланетн,,н
эконом,экономный,N.ADJ,,.н,эконом,экономн,,н
экономить,экономний,V.ADJ,nan.nan,.н,эконом,экономн,,н
экспрессо,экспрессный,N.ADJ,,.н,экспресс,экспрессн,,н
экспресс,экспрессный,N.ADJ,nan.nan,.н,экспресс,экспрессн,,н
эмансипированы,эмансипированной,N.ADJ,,.н,эмансипирован,эмансипированн,,н
эмансипированы,эмансипированный,N.ADJ,nan.nan,.н,эмансипирован,эмансипированн,,н
эне,энный,N.ADJ,,.н,эн,энн,,н
энить,энный,V.ADJ,nan.nan,.н,эн,энн,,н
ямать,ямный,V.ADJ,,.н,ям,ямн,,н
яма,ямный,N.ADJ,nan.nan,.н,ям,ямн,,н
Винья,Виньый,N.ADJ,,.ь,Вин,Винь,,ь
Винь,Виньый,N.ADJ,nan.nan,.ь,Вин,Винь,,ь
Манье,Маньий,N.ADJ,,.ь,Ман,Мань,,ь
Мань,Маньий,N.ADJ,nan.nan,.ь,Ман,Мань,,ь
даньтянь,даньтянь,N.ADV,,.ь,даньтян,даньтянь,,ь
даньтянь,даньтянь,N.V,nan.nan,.ь,даньтян,даньтянь,,ь
ключь,ключь,N.ADV,,.ь,ключ,ключь,,ь
ключь,ключь,N.V,nan.nan,.ь,ключ,ключь,,ь
княжья,княжьий,N.ADJ,,.ь,княж,княжь,,ь
княж,княжь,N.V,nan.nan,.ь,княж,княжь,,ь
насладитесь,насладитесь,N.ADV,,.ь,насладитес,насладитесь,,ь
насладитесь,насладитесь,N.V,nan.nan,.ь,насладитес,насладитесь,,ь
наслаждайтесь,наслаждайтесь,N.ADV,,.ь,наслаждайтес,наслаждайтесь,,ь
наслаждайтесь,наслаждайтесь,N.V,nan.nan,.ь,наслаждайтес,наслаждайтесь,,ь
судья,судьеть,N.V,,.ь,суд,судь,,ь
судь,судь,N.V,nan.nan,.ь,суд,судь,,ь
тянь,тянь,N.ADV,,.ь,тян,тянь,,ь
тянь,тянь,N.V,nan.nan,.ь,тян,тянь,,ь
шунья,шуньий,N.ADJ,,.ь,шун,шунь,,ь
шунь,шуньий,N.ADJ,nan.nan,.ь,шун,шунь,,ь
Барнаул,Барнаульский,N.ADJ,,.ьск,Барнаул,Барнаульск,,ьск
Барнаул,Барнаульскый,N.ADJ,nan.nan,.ьск,Барнаул,Барнаульск,,ьск
Даляне,Даляньский,N.ADJ,,.ьск,Далян,Даляньск,,ьск
Далянь,Даляньский,N.ADJ,nan.nan,.ьск,Далян,Даляньск,,ьск
Ингул,Ингульский,N.ADJ,,.ьск,Ингул,Ингульск,,ьск
Ингул,Ингульскый,N.ADJ,nan.nan,.ьск,Ингул,Ингульск,,ьск
Катыне,Катыньской,N.ADJ,,.ьск,Катын,Катыньск,,ьск
Катынь,Катыньской,N.ADJ,nan.nan,.ьск,Катын,Катыньск,,ьск
Константинопол,Константинопольский,N.ADJ,,.ьск,Константинопол,Константинопольск,,ьск
Константинопол,Константинопольской,N.ADJ,nan.nan,.ьск,Константинопол,Константинопольск,,ьск
Лалы,Лальский,N.ADJ,,.ьск,Лал,Лальск,,ьск
Лал,Лальский,N.ADJ,nan.nan,.ьск,Лал,Лальск,,ьск
Сале,Сальской,N.ADJ,,.ьск,Сал,Сальск,,ьск
Салье,Сальской,N.ADJ,nan.nan,.ьск,Сал,Сальск,,ьск
Сол,Сольский,N.ADJ,,.ьск,Сол,Сольск,,ьск
Солье,Сольский,N.ADJ,nan.nan,.ьск,Сол,Сольск,,ьск
Стамбула,Стамбульский,N.ADJ,,.ьск,Стамбул,Стамбульск,,ьск
Стамбул,Стамбульскый,N.ADJ,nan.nan,.ьск,Стамбул,Стамбульск,,ьск
Сычуаня,Сычуаньской,N.ADJ,,.ьск,Сычуан,Сычуаньск,,ьск
Сычуань,Сычуаньской,N.ADJ,nan.nan,.ьск,Сычуан,Сычуаньск,,ьск
Трул,Трульский,N.ADJ,,.ьск,Трул,Трульск,,ьск
Трул,Трульскый,N.ADJ,nan.nan,.ьск,Трул,Трульск,,ьск
Ульцина,Ульциньской,N.ADJ,,.ьск,Ульцин,Ульциньск,,ьск
Ульцинь,Ульциньской,N.ADJ,nan.nan,.ьск,Ульцин,Ульциньск,,ьск
Цхинвале,Цхинвальской,N.ADJ,,.ьск,Цхинвал,Цхинвальск,,ьск
Цхинвал,Цхинвальский,N.ADJ,nan.nan,.ьск,Цхинвал,Цхинвальск,,ьск
Чемале,Чемальской,N.ADJ,,.ьск,Чемал,Чемальск,,ьск
Чемал,Чемальский,N.ADJ,nan.nan,.ьск,Чемал,Чемальск,,ьск
архангел,архангельский,N.ADJ,,.ьск,архангел,архангельск,,ьск
архангел,архангельскый,N.ADJ,nan.nan,.ьск,архангел,архангельск,,ьск
барнаул,барнаульской,N.ADJ,,.ьск,барнаул,барнаульск,,ьск
барнаул,барнаульский,N.ADJ,nan.nan,.ьск,барнаул,барнаульск,,ьск
галла,галльской,N.ADJ,,.ьск,галл,галльск,,ьск
галл,галльской,N.ADJ,nan.nan,.ьск,галл,галльск,,ьск
генераль,генеральский,N.ADJ,,.ьск,генерал,генеральск,,ьск
генерал,генеральский,N.ADJ,nan.nan,.ьск,генерал,генеральск,,ьск
декабрь,декабрьский,N.ADJ,,.ьск,декабр,декабрьск,,ьск
декабрь,декабрьскый,N.ADJ,nan.nan,.ьск,декабр,декабрьск,,ьск
диаволь,диавольский,N.ADJ,,.ьск,диавол,диавольск,,ьск
диавол,диавольский,N.ADJ,nan.nan,.ьск,диавол,диавольск,,ьск
июн,июньский,N.ADJ,,.ьск,июн,июньск,,ьск
июнь,июньскый,N.ADJ,nan.nan,.ьск,июн,июньск,,ьск
консул,консульский,N.ADJ,,.ьск,консул,консульск,,ьск
консул,консульской,N.ADJ,nan.nan,.ьск,консул,консульск,,ьск
монгол,монгольский,N.ADJ,,.ьск,монгол,монгольск,,ьск
