org_base	org_derived	POS	derivation_prefix,deravation_suffix
синтетичный	синтетично	ADJ.ADV	,
синтетичный	синтетичность	ADJ.N	,.ст
синти	синильный	V.ADJ	,.ильн
синти	синти	V.N	,.т
синтоизм	синтоистский	N.ADJ	,зм.стск
синтоистский	синтоист	ADJ.N	,ск.
синти	синтеть	N.V	
синтоновский	синтоновец	ADJ.N	,ск.ц
синтоть	синт	V.N	,
синтоть	синтонный	V.ADJ	,.нн
синтонный	синтон	ADJ.N	,н.
синусный	синусить	ADJ.V	,н.
синусить	синус	V.N	
синусить	синусовый	V.ADJ	,.в
синусоида	синусоидальный	N.ADJ	,.альн
синхронической	синхронизовать	ADJ.V	,ческ.зов
синхронизовать	синхронизатор	V.N	,в.атор
синхронической	синхронически	ADJ.ADV	,.и
синхронической	синхронической	ADJ.N	
синхронный	синхрон	ADJ.N	,н.
синхрон	синхронизировать	N.V	,.изиров
синхронизировать	синхронизация	V.N	,иров.аци
синхронизироваться	синхронизированный	V.ADJ	,.анн
синхронизированный	синхронизированно	ADJ.ADV	,
синхрон	синхроный	N.ADJ	
синхроный	синхронизм	ADJ.N	,.изм
синхронный	синхронно	ADJ.ADV	,
синхротрон	синхротронный	N.ADJ	,.н
сины	осинить	N.V	.о,
сины	пересинить	N.V	.пере,
сины	синать	N.V	
синать	синемый	V.ADJ	,.м
синемый	синема	ADJ.N	
синать	синение	V.N	,.ни
синать	синав	V.N	,.ав
сине	сине	N.ADV	,
сины	синий	N.ADJ	
синий	сина	ADJ.N	
сина	высинить	N.V	.вы,
синий	синец	ADJ.N	,.ц
синий	синица	ADJ.N	,.иц
синий	иссинить	ADJ.V	.ис,
синий	досиня	ADJ.ADV	.до,.я
синю	синюшный	N.ADJ	,.шн
синюшный	синюшность	ADJ.N	,.ст
сионизм	сионистский	N.ADJ	,зм.стск
сионистский	сионист	ADJ.N	,ск.
антисионистский	антисионистка	ADJ.N	,ск.к
сион	сионский	N.ADJ	,.ск
сионский	сиона	ADJ.N	,ск.
сионистический	сионистка	ADJ.N	,ическ.к
сионистка	сионисткий	N.ADJ	
сионистый	сионы	ADJ.N	,ист.
сионы	сионской	N.ADJ	,.ск
сионы	сиональный	N.ADJ	,.альн
сионо-фашист	сионо-фашистский	N.ADJ	,.ск
сиоть	всио	V.N	.в,
сиоть	синя	V.N	,.н
сип	сипить	N.V	
сипить	сипота	V.N	,.т
сипать	сипай	V.N	,.ай
сипать	сиповка	V.N	,.вк
сипить	сипи	V.N	
сипи	сипеть	N.V	
сиплый	сипло	ADJ.ADV	,
сиплый	сиплость	ADJ.N	,.ст
сирень	сиреневый	N.ADJ	,.в
сирень	сирений	N.ADJ	
сирень	сиреной	N.ADJ	
сиренька	сиренькить	N.V	
сиринскый	сирин	ADJ.N	,ск.
сирин	сирский	N.ADJ	,ин.ск
сирин	сирской	N.ADJ	,ин.ск
сирской	сиры	ADJ.N	,ск.
сиры	сирийский	N.ADJ	,.ийск
сирийский	сириец	ADJ.N	,йск.ц
сирожый	сирожа	ADJ.N	
сирожый	сироже	ADJ.ADV	,
сиротский	сиротка	ADJ.N	,ск.к
сиротский	сиротски	ADJ.ADV	,.и
сиротский	сиротство	ADJ.N	,к.тв
сироть	сир	V.N	,
сир	сирый	N.ADJ	
сирый	сирить	ADJ.V	
сирить	сирой	V.N	
сирый	сирота	ADJ.N	,.т
сирота	осиротеть	N.V	.о,
осиротеть	осиротелый	V.ADJ	,.л
сирота	сиротить	N.V	
сирота	осиротить	N.V	.о,
сирый	сирость	ADJ.N	,.ст
сироть	сиротливый	V.ADJ	,.тлив
сирть	сирха	V.N	,.х
сиситемы	сиситемый	N.ADJ	
сисмем	сисмемый	N.ADJ	
систать	системый	V.ADJ	,.м
системый	система	ADJ.N	
система	систематизировать	N.V	,.атизиров
систематизировать	систематизация	V.N	,иров.аци
система	системный	N.ADJ	,.н
системный	системщик	ADJ.N	,н.щик
системный	системь	ADJ.N	,н.
системь	межсистемный	N.ADJ	.меж,.н
система	бессистемный	N.ADJ	.бес,.н
бессистемный	бессистемно	ADJ.ADV	,
суперсистемый	суперсистема	ADJ.N	
систематизированной	систематизирована	ADJ.N	,н.
систематизированной	систематизированно	ADJ.ADV	,
систематизироваться	систематизатор	V.N	,иров.атор
систематизироваться	систематизирование	V.N	,.ани
систематизироваться	систематизированность	V.N	,.анност
систематизироваться	систематизированный	V.ADJ	,.анн
систематический	систематически	ADJ.ADV	,.и
системи	несистемный	V.ADJ	.не,и.н
системна	внутрисистемный	N.ADJ	.внутри,
системна	надсистемный	N.ADJ	.над,
систолической	систолической	ADJ.N	
сись	сис	V.N	,ь.
сис	сисить	N.V	
сис	сисястый	N.ADJ	,.яст
сись	сучий	V.ADJ	,ись.уч
сучий	засучить	ADJ.V	.за,
сите	сите	V.N	,
сите	ситать	N.V	
сито	ситий	N.ADJ	
ситий	ситец	ADJ.N	,.ц
ситкый	ситить	ADJ.V	,к.
ситкый	ситко	ADJ.ADV	,
ситуативны	ситуативнать	N.V	
ситуативнать	ситуативный	V.ADJ	
ситуативный	ситуативно	ADJ.ADV	,
ситуативны	внеситуативный	N.ADJ	.вне,
внеситуативный	внеситуативно	ADJ.ADV	,
ситуационный	ситуационизм	ADJ.N	,н.изм
ситуационизм	ситуационистский	N.ADJ	,зм.стск
ситуационистский	ситуационист	ADJ.N	,ск.
ситуационный	ситуационно	ADJ.ADV	,
ситуаци	ситуаций	N.ADJ	
ситцепечатный	ситцепечатник	ADJ.N	,.ик
сиу	просиить	N.V	.про,у.
сифилис	сифилисный	N.ADJ	,.н
сифилитик	сифилитический	N.ADJ	,.еск
сифонный	сифонить	ADJ.V	,н.
сифонить	сифон	V.N	
сицевый	сицево	ADJ.N	
сикать	сик	V.N	
сйт	сетный	N.ADJ	сй.се,.н
пресетный	пресеты	ADJ.N	,н.
скаж	расскажить	N.V	.рас,
скаже	скаже	ADJ.N	,
скаже	выскажить	N.V	.вы,
скаже	скажить	N.V	
пересказывать	пересказ	V.N	,ыв.
пересказ	пересказать	N.V	
предсказывать	предсказывание	V.N	,.ани
скажить	скаженный	V.ADJ	,.нн
скаже	скажем	N.ADV	,.м
скаже	подскажить	N.V	.под,
скажы	поскажить	N.V	.по,
сказанном	сказанном	V.N	
сказоть	сказ	V.N	,
сказ	сказать	N.V	
сказать	сказаный	V.ADJ	,.ан
рассказывать	рассказов	V.N	,ыв.в
рассказово	рассказовский	N.ADJ	,.ск
рассказывать	рассказ	V.N	,ыв.
рассказывать	рассказыв	V.N	
рассказываться	рассказывание	V.N	,.ани
сказать	сказание	V.N	,.ани
сказание	несказанный	N.ADJ	.не,и.н
несказанный	несказанность	ADJ.N	,.ст
несказанный	несказанно	ADJ.ADV	,
высказаться	высказанный	V.ADJ	,.анн
высказанный	высказанно	ADJ.ADV	,
сказать	сказат	V.N	,.ат
сказане	сказаний	N.ADJ	
сказаний	сказана	ADJ.N	
сказана	предсказанный	N.ADJ	.пред,.н
сказ	сказа	N.ADV	,.а
сказочка	несказочный	N.ADJ	.не,к.н
скайпый	скайп	ADJ.N	
скак	скакать	N.V	
перескакивать	перескакивание	V.N	,.ани
перескакивать	перескачка	V.N	,ив.к
скакать	скакание	V.N	,.ани
скакание	скакательный	N.ADJ	,ни.тельн
скакать	скаковой	V.ADJ	,.в
скакать	скакальный	V.ADJ	,.альн
скакальный	скакалка	ADJ.N	,ьн.к
скалистой	скалистой	V.N	,й.
скалисты	скалистый	N.ADJ	
скалистый	скалист	ADJ.N	
скалываться	скалка	V.N	,ыв.к
скалолазный	скалолаз	ADJ.N	,н.
скалть	скала	V.N	
скала	наскальный	N.ADJ	.на,.ьн
скальный	оскалить	ADJ.V	.о,ьн.
оскалиться	оскаленный	V.ADJ	,.нн
оскалить	оскал	V.N	
скальный	скальник	ADJ.N	,.ик
скальперский	скальпер	ADJ.N	,ск.
скальперский	скальпера	ADJ.N	,ск.
скалярный	скаляр	ADJ.N	,н.
скама	скамый	N.ADJ	
скама	скамий	N.ADJ	
сканд	скандировать	N.V	,.иров
скандировать	скандированный	V.ADJ	,.анн
скандаль	оскандалиться	N.V	.о,
скандальный	скандал	ADJ.N	,ьн.
скандал	наскандалить	N.V	.на,
скандал	скандалёзный	N.ADJ	,.ёзн
скандальный	скандалист	ADJ.N	,ьн.ист
скандальный	скандалить	ADJ.V	,ьн.
скандальный	скандальность	ADJ.N	,.ст
скандинавия	скандинавский	N.ADJ	,и.ск
скандинавский	скандинавка	ADJ.N	,ск.к
скандинавский	скандинав	ADJ.N	,ск.
скандинав	скандинавской	N.ADJ	,.ск
скандинавскими	скандинавским	V.N	,и.
сканированный	сканированы	ADJ.N	,н.
сканироваться	сканер	V.N	,иров.р
сканер	сканерный	N.ADJ	,.н
сканироваться	сканирование	V.N	,.ани
сканирование	сканированной	N.ADJ	,и.н
сканируать	сканируемый	V.ADJ	,.м
сканирующый	сканирующить	ADJ.V	
скань	сканный	N.ADJ	,.н
сканный	скан	ADJ.N	,н.
скан	отсканить	N.V	.от,
скаредный	скареда	ADJ.N	,н.
скареда	скардить	N.V	,
скаредный	скаредно	ADJ.ADV	,
скаредный	скаредность	ADJ.N	,.ст
скатология	скатологический	N.ADJ	,.ческ
скачан	скачанной	N.ADJ	,.н
скачаны	скачанный	N.ADJ	,.н
скачем	скачем	N.ADV	
скаченной	скачены	ADJ.N	,н.
