form,lemma,upos,feats,frequency,Log_Freq_HAL,I_Mean_RT,qLen
drives,drive,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8627,773.7843560302127,6
finished,finish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",7,3.6304,761.375877333536,8
accomplished,accomplish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5855,778.264791479892,12
races,race,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5428,778.9549595668375,5
dismiss,dismiss,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4472,780.5001602486172,7
moves,move,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.1526,769.0986481050251,5
reread,reread,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3802,797.746280828732,6
accomplishes,accomplish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,12
spot,spot,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.4971,763.5304301670217,4
locate,locate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.7202,776.0876101845392,6
migrated,migrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2553,799.7650628910153,8
melted,melt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3054,782.7921001720102,6
lends,lend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,5
populated,populate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7559,791.6737714548341,9
ranged,rang,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.9031,805.4577373692875,6
cradled,cradle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,7
domesticated,domesticate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,12
devised,devise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8808,789.6549893925506,7
direct,direct,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0888,770.1298594386814,6
interpreting,interpret,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,12
diffuse,diffuse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7076,792.4544533892479,7
crafted,craft,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
woven,wove,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5185,795.5109120600067,5
whipped,whip,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5694,778.5250187913633,7
flourishing,flourish,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.2788,799.3852279953895,11
irrigate,irrigate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5051,795.7274987664487,8
bred,bre,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1004,786.1055535168307,4
reclaimed,reclaim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1461,801.5300829166465,9
worshipped,worship,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9956,787.7994555194512,10
weigh,weigh,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5611,778.6591732438609,5
crossed,cross,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.942,772.5026152973138,7
constructed,construct,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.9494,788.5461947610644,11
sacrificed,sacrifice,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3522,782.0356630181683,10
extended,extend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.3304,782.3880204958126,8
perfected,perfect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8325,790.4356713269646,9
relying,rely,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.8195,790.6457927585873,7
lasted,last,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4997,779.6515929286022,6
counting,count,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0398,770.9218556040287,8
weakened,weaken,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8921,789.4723453789094,8
recorded,record,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6335,777.4889585015926,8
folding,fold,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0294,787.253139797232,7
feared,fear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4624,780.2544798054892,6
burned,burn,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.1611,768.9612610151179,6
fascinates,fascinate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5185,795.5109120600067,10
pride,pride,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1498,769.1439050287591,5
expressing,express,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1139,785.8873504916841,10
question,question,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,4.0051,755.319531146686,8
judging,judge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6201,777.7055452080344,7
compares,compare,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6435,793.4905136790186,8
referring,refer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5366,779.0551713265346,9
connects,connect,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.9823,788.0144259071883,8
colonized,colonize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9542,804.6317985111396,9
overlooking,overlook,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8451,790.2320151701609,11
confronted,confront,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.143,785.41700174859,10
annoyed,annoy,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2455,783.7602750761797,7
excited,excite,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.3945,765.1887731581368,7
behave,behave,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9186,772.8808338742348,6
recover,recover,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6128,777.8235364734842,7
hesitated,hesitate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8325,790.4356713269646,9
congratulated,congratulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6335,793.6521455494976,13
value,value,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.0406,770.9089250543904,5
valued,value,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9823,788.0144259071883,6
practicing,practice,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.7033,776.3607680456488,10
adapt,adapt,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1303,785.6222742240984,5
embracing,embrace,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6232,793.8186263760911,9
struggle,struggle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.8344,774.2417742236685,8
reconcile,reconcile,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7709,791.4313236491155,9
rectify,rectify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6335,793.6521455494976,7
swing,swe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1225,769.585160035167,5
returns,return,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.6513,777.2012537721398,7
deem,deem,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4914,795.9489344290049,4
warped,warp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9243,788.9518907559668,6
travels,travel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.4609,780.278724586061,7
fly,fly,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.6371,761.2675839803151,3
cooking,cook,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.1166,769.6805228387497,7
specifies,specify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0,803.8915245443454,9
pinpointed,pinpoint,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
examine,examine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7033,776.3607680456488,7
curves,curve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8261,790.539115724071,6
warps,warp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,5
enters,enter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.29,783.0410132525479,6
distorted,distort,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.017,787.4535633166261,9
summarized,summarize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,10
curve,curve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3729,781.7010850462766,5
concentrated,concentrate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0,787.7283374964404,12
squeeze,squeeze,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8865,773.3996721784725,7
towering,tower,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.5185,795.5109120600067,8
elapsed,elapse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.415,797.1838019194649,7
plotted,plot,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.7243,792.1845281655478,7
warp,warp,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4487,780.4759154680454,4
simulating,simulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
walks,walk,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9717,772.022568641991,5
distort,distort,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3222,798.6837456775105,7
bends,bend,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8921,789.4723453789094,5
distorts,distort,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,0.0,820.0547115922506,8
deviating,deviate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,9
vlog,vlog,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,0.0,820.0547115922506,4
signed,sign,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.2648,767.28513851825,6
inclined,incline,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2304,784.0043392006031,8
pack,pack,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.3495,765.9161165752926,4
coursing,course,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,8
knocked,knock,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1011,769.9310522379922,7
roasted,roast,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9395,788.7062103128387,7
shitting,shit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
implied,imply,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0414,787.0591815526572,7
appreciate,appreciate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.6409,761.206163869533,10
chop,chop,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.842,774.1189340021043,4
sizzle,sizzle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5185,795.5109120600067,6
link,link,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.7853,775.0353867077206,4
sounding,sound,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2878,783.0765722640533,8
dry,dry,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.3395,766.0777484457716,3
tests,test,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.0785,770.2963402652748,5
coughing,cough,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4014,781.2404342154114,8
circulates,circulate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
checked,check,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.3771,765.4700126127703,7
stabilize,stabilize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8865,789.5628592263777,9
noticing,notice,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2945,782.9682789108324,8
taste,taste,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,3.418,764.808938262511,5
gargling,gargle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
smelling,smell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4048,781.1854793794485,8
smell,smell,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",8,3.6275,761.4227505759749,5
drank,drink,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8176,774.5133157660732,5
enriched,enrich,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.3424,798.3572492991428,8
backing,back,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5119,779.4544020466178,7
moisturizing,moisturize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,12
infused,infuse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
counteracts,counteract,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,11
last,last,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,4.5668,746.2406689818777,4
hiking,hike,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",6,2.1335,785.5705520255451,6
cleaned,clean,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.9581,772.2423879858426,7
roll,roll,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.5089,763.3397045598565,4
chill,chill,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.9186,772.8808338742348,5
hike,hike,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.5237,779.2636764394525,4
ending,end,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9101,773.0182209641421,6
comment,comment,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.8162,774.5359442279403,7
subscribe,subscribe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6532,793.3337307646539,9
clear,clear,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.9427,756.3281140184753,5
part,part,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,4.1251,753.3799487009373,4
swatch,swatch,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2788,799.3852279953895,6
insert,insert,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1523,785.2666841090445,6
rang,ring,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.444,780.5518824471706,4
separating,separate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.8261,790.539115724071,10
ordered,order,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.2755,767.1121924168375,7
rubbed,rub,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.143,785.41700174859,6
expires,expire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7559,791.6737714548341,7
expire,expire,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6721,793.0282465294484,6
research,research,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.2276,767.8864090764322,8
chocked,chock,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
tuck,tuck,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.6096,777.8752586720375,4
signifies,signify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3802,797.746280828732,9
tracking,track,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",4,2.828,774.345218620775,8
process,process,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1547,769.0647054122244,7
book,book,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.9555,756.121225224262,4
refer,refer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.574,778.4506681309429,5
craves,crave,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
lagged,lag,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,6
jogs,jog,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2553,799.7650628910153,4
roaring,roar,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1959,784.5619691537559,7
steeped,steep,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2041,800.5926180678681,7
consist,consist,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3617,798.0452997891182,7
massacred,massacre,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.699,792.5934567978599,9
enslaved,enslave,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6232,793.8186263760911,8
flies,fly,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8561,773.8910330647288,5
chartering,charter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
pre-organised,pre-organise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,13
serviced,service,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
arises,arise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7324,792.0536063504599,6
notify,notify,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5658,778.5832062647357,6
near,near,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.6273,761.4259832133845,4
rent,rent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.2463,767.5841574786364,4
warranted,warrant,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.301,799.0264052429261,9
meander,meander,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,7
boasts,boast,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.2304,800.1675262485081,6
sheltered,shelter,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7324,792.0536063504599,9
utilise,utilise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
blooded,blood,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3802,797.746280828732,7
commemorate,commemorate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6812,792.8811615273125,11
blessed,bless,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8482,774.0187222424073,7
ranked,rank,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,1.699,792.5934567978599,6
marvelled,marvel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.304,750.4883545380671,9
boasted,boast,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1761,801.0451873052094,7
list,list,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,3.6139,761.6425699198264,4
purchased,purchase,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,2.281,783.1864819359791,9
boarding,board,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.752,775.5736208364158,8
departing,depart,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.9031,789.2945503213824,9
renew,renew,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0492,786.9331086936835,5
depart,depart,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.0414,787.0591815526572,6
enjoying,enjoy,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.939,772.5511048584575,8
publicized,publicize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0792,802.6114001301514,10
comprised,comprise,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,9
piled,pile,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8865,789.5628592263777,5
situated,situate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",5,1.6335,793.6521455494976,8
houses,house,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.9894,771.7364802312431,6
bordered,border,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,8
accessed,access,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,8
dwarfed,dwarf,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,7
park,park,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.5657,762.4216355355354,4
clustered,cluster,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.699,808.7566438457649,9
parking,park,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.1399,769.3039205805335,7
evacuate,evacuate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.4579,780.3272141472047,8
motorized,motorize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,9
shopping,shop,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.185,768.5749608446729,8
contact,contact,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,3.5193,763.1716074145583,7
frozen,freeze,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.8938,773.2816809130229,6
sporting,sport,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.2041,784.429431019963,8
composed,compose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,1.9912,787.870573542462,8
renowned,renown,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8325,790.4356713269646,8
frequented,frequent,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1461,801.5300829166465,10
very,vary,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.8014,742.4487853004391,4
sampling,sample,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5798,794.5201086939701,8
relaxed,relax,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5527,778.7949440150633,7
enjoys,enjoy,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.179,784.8351270148654,6
allocated,allocate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.9031,805.4577373692875,9
rebuilt,rebuild,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8692,789.8424823623064,7
picnic,picnic,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.776,775.1857043472661,6
regarded,regard,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.0212,787.3856779310248,8
roam,roam,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,2.2405,783.8410910114193,4
inscribed,inscribe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.5185,795.5109120600067,9
house,house,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,4.4185,748.6376696210821,5
battling,battle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1072,785.995643844905,8
repositioning,reposition,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,13
owing,owe,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.8062,790.8607631463244,5
repurposed,repurpose,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,10
ensures,ensure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1139,802.0505375395891,7
referred,refer,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.3541,782.0049529627772,8
soared,soar,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3802,797.746280828732,6
inhabited,inhabit,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7634,791.5525475519747,9
depicts,depict,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,7
bustling,bustle,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.1761,801.0451873052094,8
incorporated,incorporate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,8.969,675.08708695959,12
renamed,rename,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.0414,803.2223686005622,7
endure,endure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3541,782.0049529627772,6
starved,starve,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3747,781.6719913095903,7
campaigning,campaign,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.6628,793.1785641689941,11
capitalizing,capitalize,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.6021,810.3228566707069,12
renovated,renovate,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3979,797.4601924179841,9
reused,reuse,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,0.0,820.0547115922506,6
fueled,fuel,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.699,792.5934567978599,6
drift,drift,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.5159,779.3897492984262,5
stroll,stroll,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3263,782.4542895627089,6
dine,dine,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.3424,782.1940622512377,4
photograph,photograph,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7634,775.3893605040697,10
crawl,crawl,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.7889,774.9771992343481,5
swim,swim,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",2,3.2103,768.166032212361,4
maintains,maintain,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.7634,791.5525475519747,9
listing,list,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.9868,787.9416915654728,7
merged,merge,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.3617,798.0452997891182,6
commenced,commence,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,1.4472,796.6633472965224,9
insured,ensure,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",1,2.1038,786.0505986808679,7
planted,plant,VERB,"['Pres', 'Ind', 'Fin', 'Sing', '3']",3,2.6599,777.0622503635278,7
